course_id,course_title,url,price,num_subscribers,num_reviews,num_lectures,level,Rating,content_duration,published_date,subject
549998,The Complete Oracle SQL Bootcamp (2024),https://www.udemy.com/course/oracle-sql-12c-become-an-sql-developer-with-subtitle/,1299.99,101293,22194,400,All Levels,4.552765,38.5,2015-07-09,Oracle SQL
456460,MasterClass Software Testing with Jira & Agile -Be a QA Lead,https://www.udemy.com/course/learn-software-testing-in-practical-become-a-qa-expert/,1699.99,99822,22179,81,All Levels,4.535083,10.5,2015-03-25,Software Testing
289230,Learn and Understand AngularJS,https://www.udemy.com/course/learn-angularjs/,1599.99,100337,22121,55,All Levels,4.734775,7.0,2014-08-27,AngularJS
1547268,The Complete Python Course | Learn Python by Doing in 2024,https://www.udemy.com/course/the-complete-python-course/,2599.99,93373,21834,345,All Levels,4.5965114,35.5,2018-02-09,Python
1419186,Data Structures and Algorithms:  Deep Dive Using Java,https://www.udemy.com/course/data-structures-and-algorithms-deep-dive-using-java/,1299.99,115155,21803,118,Intermediate Level,4.4341245,16.0,2017-11-02,Java Algorithms
5281528,LangChain- Develop LLM powered applications with LangChain,https://www.udemy.com/course/langchain/,1299.99,79733,21669,83,Intermediate Level,4.605654,9.5,2023-04-19,Generative AI
246314,Appium -Mobile Testing (Android/IOS) from Scratch+Frameworks,https://www.udemy.com/course/mobile-automation-using-appiumselenium-3/,1699.99,118232,21292,156,All Levels,4.5556054,26.0,2014-06-19,Appium
380872,Learn JMETER from Scratch on Live Apps -Performance Testing,https://www.udemy.com/course/learn-jmeter-from-scratch-performance-load-testing-tool/,1699.99,103088,21234,49,All Levels,4.470602,8.5,2014-12-30,JMeter
397068,Selenium Webdriver with PYTHON from Scratch + Frameworks,https://www.udemy.com/course/learn-selenium-automation-in-easy-python-language/,1899.99,102571,20774,129,All Levels,4.6113195,17.5,2015-01-18,Selenium Testing Framework
1745282,SQL Programming Basics,https://www.udemy.com/course/sql-intro/,399.99,70581,20764,16,Beginner Level,4.544003,1.5,2018-06-12,SQL
3873464,Next.js 15 & React - The Complete Guide,https://www.udemy.com/course/nextjs-react-the-complete-guide/,2799.99,132073,20717,453,All Levels,4.6674385,40.5,2021-02-24,Next.js
1328572,The Ultimate Guide to Game Development with Unity (Official),https://www.udemy.com/course/the-ultimate-guide-to-game-development-with-unity/,2099.99,105033,20266,522,Beginner Level,4.4932504,36.5,2017-08-22,2D Game Development
1527300,Learn Python & Ethical Hacking From Scratch,https://www.udemy.com/course/learn-python-and-ethical-hacking-from-scratch/,2399.99,127075,20130,184,All Levels,4.549677,25.0,2018-01-26,Python
2521572,SOLID Principles: Introducing Software Architecture & Design,https://www.udemy.com/course/solid-design/,1399.99,73042,19966,28,Beginner Level,4.493977,2.0,2019-08-22,SOLID Principles
396876,Learning Python for Data Analysis and Visualization Ver 1,https://www.udemy.com/course/learning-python-for-data-analysis-and-visualization/,3099.99,203542,19873,110,All Levels,4.3308897,21.0,2015-01-18,Python
1265410,Postman: The Complete Guide - REST API Testing,https://www.udemy.com/course/postman-the-complete-guide/,1699.99,116794,19766,270,All Levels,4.6984205,21.5,2017-06-23,Postman
594360,HTML5 and CSS3 Fundamentals,https://www.udemy.com/course/html5-fundamentals-for-beginners/,399.99,297156,19757,35,Beginner Level,4.4836807,5.0,2015-08-26,CSS
2309602,"GitLab CI/CD: Pipelines, CI/CD and DevOps for Beginners",https://www.udemy.com/course/gitlab-ci-pipelines-ci-cd-and-devops-for-beginners/,1699.99,113277,19650,93,Intermediate Level,4.6198688,6.5,2019-04-06,CI/CD
958532,Bash Scripting and Shell Programming (Linux Command Line),https://www.udemy.com/course/bash-scripting/,1299.99,107924,19522,34,All Levels,4.389258,2.5,2016-09-14,Bash Shell
1217894,Spring Framework 5: Beginner to Guru,https://www.udemy.com/course/spring-framework-5-beginner-to-guru/,1399.99,107478,19373,525,All Levels,4.2921677,57.5,2017-05-16,Spring Framework
2887266,Microservices with Node JS and React,https://www.udemy.com/course/microservices-with-node-js-and-react/,2799.99,131321,18776,655,All Levels,4.7179375,54.5,2020-03-19,Microservices
719002,Angular Crash Course for Busy Developers,https://www.udemy.com/course/angular-crash-course/,1199.99,79816,18595,137,All Levels,4.388426,10.5,2016-01-07,Typescript
2058283,NLP - Natural Language Processing with Python,https://www.udemy.com/course/nlp-natural-language-processing-with-python/,3099.99,96839,18273,80,Intermediate Level,4.4952383,11.5,2018-11-29,Natural Language Processing
892806,Apache Spark with Scala - Hands On with Big Data!,https://www.udemy.com/course/apache-spark-with-scala-hands-on-with-big-data/,1799.99,99615,18012,69,All Levels,4.6019897,9.0,2016-06-30,Big Data
405818,Javascript for Beginners Learn by Doing Practical Exercises,https://www.udemy.com/course/javascript-for-beginners-introduction-learn-fast-easy/,399.99,45736,17999,31,All Levels,4.4931664,4.0,2015-01-27,JavaScript
2022294,"Jenkins, From Zero To Hero: Become a DevOps Jenkins Master",https://www.udemy.com/course/jenkins-from-zero-to-hero/,2999.99,143288,17964,165,All Levels,4.335159,10.5,2018-11-12,Jenkins
1780636,Quick Introduction to Postman and API Testing for Beginners,https://www.udemy.com/course/postman-crash-course-for-beginners-learn-rest-api-testing/,1099.99,89451,17960,51,All Levels,4.6319933,3.0,2018-07-03,API Testing
53670,Selenium 4 WebDriver with Java(Basics + Advance + Architect),https://www.udemy.com/course/selenium-training/,1299.99,157376,17749,470,All Levels,4.497488,143.5,2013-05-13,Selenium WebDriver
1405812,The Complete Android Oreo Developer Course - Build 23 Apps!,https://www.udemy.com/course/the-complete-android-oreo-developer-course/,1699.99,91433,17688,272,All Levels,4.2287297,37.5,2017-10-23,Android Development
1212032,Python for Financial Analysis and Algorithmic Trading,https://www.udemy.com/course/python-for-finance-and-trading-algorithms/,1899.99,120261,17655,120,All Levels,4.422201,16.5,2017-05-11,Financial Trading
1844356,.NET Core MVC - The Complete Guide 2024 [E-commerce] [.NET8],https://www.udemy.com/course/complete-aspnet-core-21-course/,1299.99,85803,17606,219,Intermediate Level,4.526748,17.0,2018-08-08,ASP.NET Core
246392,WebServices/Rest API Testing with SoapUI +Real time Projects,https://www.udemy.com/course/webservices-testing-with-soap-ui/,1699.99,86714,17301,75,All Levels,4.428521,12.5,2014-06-19,REST API
821726,Data Science and Machine Learning Bootcamp with R,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,3099.99,97005,17262,128,All Levels,4.613627,18.0,2016-04-14,Data Science
